[10/25/2019 01:03:23 PM][ DEBUG   ] Starting communication instance.
[10/25/2019 01:03:26 PM][ DEBUG   ] Preserved sync (rsp) message ReportProxy is registered.
[10/25/2019 01:03:26 PM][ DEBUG   ] Preserved sync (rsp) message GetCellType is registered.
[10/25/2019 01:03:26 PM][ DEBUG   ] Preserved sync (rsp) message QueryMemoryWorkingSet is registered.
[10/25/2019 01:03:26 PM][ DEBUG   ] Preserved async message Shutdown is registered.
[10/25/2019 01:03:26 PM][ DEBUG   ] EventLoop: Registering message handler, ID=0, handler=0x00007FFA234C31C4
[10/25/2019 01:03:26 PM][ DEBUG   ] EventLoop: Registering message handler, ID=1, handler=0x00007FFA234C31C4
[10/25/2019 01:03:26 PM][ DEBUG   ] EventLoop: Registering message handler, ID=2, handler=0x00007FFA234C31C4
[10/25/2019 01:03:26 PM][ DEBUG   ] EventLoop: Registering message handler, ID=3, handler=0x00007FFA234C31C4
[10/25/2019 01:03:26 PM][ DEBUG   ] EventLoop: Registering message handler, ID=4, handler=0x00007FFA234C31C4
[10/25/2019 01:03:26 PM][ DEBUG   ] EventLoop: Registering message handler, ID=5, handler=0x00007FFA234C31C4
[10/25/2019 01:03:26 PM][ DEBUG   ] EventLoop: Registering message handler, ID=6, handler=0x00007FFA234C31C4
[10/25/2019 01:03:26 PM][ INFO    ] Listening endpoint :5304
[10/25/2019 01:03:26 PM][ INFO    ] Waiting for client connection ...
[10/25/2019 01:03:26 PM][ INFO    ] My IPEndPoint: 121.200.1.77:5304
[10/25/2019 01:03:26 PM][ ERROR   ] Failed to start HTTP server. HTTP endpoints are disabled.
[10/25/2019 01:03:26 PM][ INFO    ] MemoryCloud extension 'HostMemoryCloud' loaded.
[10/25/2019 01:03:26 PM][ INFO    ] *****************************************************
[10/25/2019 01:03:26 PM][ INFO    ] ServerCount: 0
[10/25/2019 01:03:26 PM][ INFO    ] ProxyCount: 0
[10/25/2019 01:03:26 PM][ INFO    ] *****************************************************
[10/25/2019 01:03:26 PM][ WARNING ] No distributed instances configured. Turning on local test mode.
[10/25/2019 01:03:26 PM][ VERBOSE ] StorageRoot set to I:\IKW-GraphEngineConsoleApps\IKW.Trinity.Client.TestServer\IKW.Trinity.TripleStore.TestServer\bin\Debug\netcoreapp3.1\storage\
[10/25/2019 01:03:27 PM][ DEBUG   ] Cannot open signature file 'I:\IKW-GraphEngineConsoleApps\IKW.Trinity.Client.TestServer\IKW.Trinity.TripleStore.TestServer\bin\Debug\netcoreapp3.1\storage\B\image.sig' for read
[10/25/2019 01:03:27 PM][ DEBUG   ] Cannot open signature file 'I:\IKW-GraphEngineConsoleApps\IKW.Trinity.Client.TestServer\IKW.Trinity.TripleStore.TestServer\bin\Debug\netcoreapp3.1\storage\A\image.sig' for read
[10/25/2019 01:03:27 PM][ DEBUG   ] Cannot open signature file 'I:\IKW-GraphEngineConsoleApps\IKW.Trinity.Client.TestServer\IKW.Trinity.TripleStore.TestServer\bin\Debug\netcoreapp3.1\storage\B\image.sig' for read
[10/25/2019 01:03:27 PM][ INFO    ] LocalMemoryStorage is initialized in read-write mode
[10/25/2019 01:03:27 PM][ INFO    ] Initializing logging facility
[10/25/2019 01:03:27 PM][ DEBUG   ] Loading write-ahead log file I:\IKW-GraphEngineConsoleApps\IKW.Trinity.Client.TestServer\IKW.Trinity.TripleStore.TestServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_0.dat
[10/25/2019 01:03:27 PM][ INFO    ] Reading log file.
[10/25/2019 01:03:27 PM][ INFO    ] Write-ahead-log successfully loaded. Recovered 0 records.
[10/25/2019 01:03:27 PM][ INFO    ] Creating write-ahead log file I:\IKW-GraphEngineConsoleApps\IKW.Trinity.Client.TestServer\IKW.Trinity.TripleStore.TestServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_0.dat
[10/25/2019 01:03:27 PM][ INFO    ] Scanning for auto-registered communication modules.
[10/25/2019 01:03:27 PM][ INFO    ] Checking Server-Server protocol signatures...
[10/25/2019 01:03:27 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 0 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync message 0 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 1 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync message 1 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync message 2 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 2 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync message 3 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync message 4 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync message 5 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 3 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 4 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 5 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 6 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 7 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 8 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 9 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync message 1 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 1 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync message 2 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 2 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 3 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 6 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 8 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Sync (rsp) message 9 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Async with response message 0 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Async with response message 1 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Async with response message 2 is registered.
[10/25/2019 01:03:27 PM][ DEBUG   ] Async with response message 3 is registered.
[10/25/2019 01:03:28 PM][ DEBUG   ] EventLoop: Registering message handler, ID=0, handler=0x00007FFA234C3404
[10/25/2019 01:03:28 PM][ DEBUG   ] EventLoop: Registering message handler, ID=1, handler=0x00007FFA234C3404
[10/25/2019 01:03:28 PM][ DEBUG   ] EventLoop: Registering message handler, ID=2, handler=0x00007FFA234C3404
[10/25/2019 01:03:28 PM][ DEBUG   ] EventLoop: Registering message handler, ID=3, handler=0x00007FFA234C3404
[10/25/2019 01:03:28 PM][ DEBUG   ] EventLoop: Registering message handler, ID=4, handler=0x00007FFA234C3404
[10/25/2019 01:03:28 PM][ DEBUG   ] EventLoop: Registering message handler, ID=5, handler=0x00007FFA234C3404
[10/25/2019 01:03:28 PM][ DEBUG   ] EventLoop: Registering message handler, ID=6, handler=0x00007FFA234C3404
[10/25/2019 01:03:28 PM][ INFO    ] Working Directory: I:\IKW-GraphEngineConsoleApps\IKW.Trinity.Client.TestServer\IKW.Trinity.TripleStore.TestServer\bin\Debug\netcoreapp3.1\
[10/25/2019 01:03:28 PM][ INFO    ] StorageRoot : I:\IKW-GraphEngineConsoleApps\IKW.Trinity.Client.TestServer\IKW.Trinity.TripleStore.TestServer\bin\Debug\netcoreapp3.1\storage\
[10/25/2019 01:03:28 PM][ INFO    ] LogDirectory: I:\IKW-GraphEngineConsoleApps\IKW.Trinity.Client.TestServer\IKW.Trinity.TripleStore.TestServer\bin\Debug\netcoreapp3.1\trinity-log
[10/25/2019 01:03:28 PM][ INFO    ] LoggingLevel: Verbose
[10/25/2019 01:03:28 PM][ INFO    ] HttpPort:     80
[10/25/2019 01:03:28 PM][ INFO    ] Server 0 is successfully started.
[10/25/2019 01:03:36 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 10000
[10/25/2019 01:03:36 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:36 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:36 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 10015
[10/25/2019 01:03:36 PM][ VERBOSE ] BackgroundThread: current time = 10015, sleep time = 600
[10/25/2019 01:03:36 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:36 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:36 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 10629
[10/25/2019 01:03:36 PM][ VERBOSE ] BackgroundThread: current time = 10629, sleep time = 600
[10/25/2019 01:03:37 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:37 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:37 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 11245
[10/25/2019 01:03:37 PM][ VERBOSE ] BackgroundThread: current time = 11245, sleep time = 600
[10/25/2019 01:03:38 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:03:38 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:38 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:38 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 23ms. last executed time: 11868
[10/25/2019 01:03:38 PM][ VERBOSE ] BackgroundThread: current time = 11868, sleep time = 600
[10/25/2019 01:03:38 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:38 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:38 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 12482
[10/25/2019 01:03:38 PM][ VERBOSE ] BackgroundThread: current time = 12482, sleep time = 600
[10/25/2019 01:03:39 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:39 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:39 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 13098
[10/25/2019 01:03:39 PM][ VERBOSE ] BackgroundThread: current time = 13098, sleep time = 600
[10/25/2019 01:03:40 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:40 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:40 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 13713
[10/25/2019 01:03:40 PM][ VERBOSE ] BackgroundThread: current time = 13713, sleep time = 600
[10/25/2019 01:03:40 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:40 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:40 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 14327
[10/25/2019 01:03:40 PM][ VERBOSE ] BackgroundThread: current time = 14327, sleep time = 600
[10/25/2019 01:03:41 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:41 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:41 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 14942
[10/25/2019 01:03:41 PM][ VERBOSE ] BackgroundThread: current time = 14942, sleep time = 600
[10/25/2019 01:03:41 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:41 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:41 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 18ms. last executed time: 15560
[10/25/2019 01:03:41 PM][ VERBOSE ] BackgroundThread: current time = 15560, sleep time = 600
[10/25/2019 01:03:42 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:42 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:42 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 16176
[10/25/2019 01:03:42 PM][ VERBOSE ] BackgroundThread: current time = 16176, sleep time = 600
[10/25/2019 01:03:43 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:43 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:43 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 16792
[10/25/2019 01:03:43 PM][ VERBOSE ] BackgroundThread: current time = 16792, sleep time = 600
[10/25/2019 01:03:43 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:43 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:43 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 17406
[10/25/2019 01:03:43 PM][ VERBOSE ] BackgroundThread: current time = 17406, sleep time = 600
[10/25/2019 01:03:44 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:44 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:44 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 18021
[10/25/2019 01:03:44 PM][ VERBOSE ] BackgroundThread: current time = 18021, sleep time = 600
[10/25/2019 01:03:45 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:45 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:45 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 18637
[10/25/2019 01:03:45 PM][ VERBOSE ] BackgroundThread: current time = 18637, sleep time = 600
[10/25/2019 01:03:45 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:45 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:45 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 19250
[10/25/2019 01:03:45 PM][ VERBOSE ] BackgroundThread: current time = 19250, sleep time = 600
[10/25/2019 01:03:46 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:46 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:46 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 19866
[10/25/2019 01:03:46 PM][ VERBOSE ] BackgroundThread: current time = 19866, sleep time = 134
[10/25/2019 01:03:46 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 20000
[10/25/2019 01:03:46 PM][ VERBOSE ] BackgroundThread: current time = 20000, sleep time = 466
[10/25/2019 01:03:47 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:47 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:47 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 20482
[10/25/2019 01:03:47 PM][ VERBOSE ] BackgroundThread: current time = 20482, sleep time = 600
[10/25/2019 01:03:47 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:47 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:47 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 21097
[10/25/2019 01:03:47 PM][ VERBOSE ] BackgroundThread: current time = 21097, sleep time = 600
[10/25/2019 01:03:48 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:48 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:48 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 18ms. last executed time: 21715
[10/25/2019 01:03:48 PM][ VERBOSE ] BackgroundThread: current time = 21715, sleep time = 600
[10/25/2019 01:03:49 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:49 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:49 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 22330
[10/25/2019 01:03:49 PM][ VERBOSE ] BackgroundThread: current time = 22330, sleep time = 600
[10/25/2019 01:03:49 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:03:49 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:49 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:49 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 22946
[10/25/2019 01:03:49 PM][ VERBOSE ] BackgroundThread: current time = 22946, sleep time = 600
[10/25/2019 01:03:50 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:50 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:50 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 22ms. last executed time: 23568
[10/25/2019 01:03:50 PM][ VERBOSE ] BackgroundThread: current time = 23568, sleep time = 600
[10/25/2019 01:03:51 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:51 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:51 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 24184
[10/25/2019 01:03:51 PM][ VERBOSE ] BackgroundThread: current time = 24184, sleep time = 600
[10/25/2019 01:03:51 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:51 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:51 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 24798
[10/25/2019 01:03:51 PM][ VERBOSE ] BackgroundThread: current time = 24798, sleep time = 600
[10/25/2019 01:03:52 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:52 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:52 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 25411
[10/25/2019 01:03:52 PM][ VERBOSE ] BackgroundThread: current time = 25411, sleep time = 600
[10/25/2019 01:03:52 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:52 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:52 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 26026
[10/25/2019 01:03:52 PM][ VERBOSE ] BackgroundThread: current time = 26026, sleep time = 600
[10/25/2019 01:03:53 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:53 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:53 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 26639
[10/25/2019 01:03:53 PM][ VERBOSE ] BackgroundThread: current time = 26639, sleep time = 600
[10/25/2019 01:03:54 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:54 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:54 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 27254
[10/25/2019 01:03:54 PM][ VERBOSE ] BackgroundThread: current time = 27254, sleep time = 600
[10/25/2019 01:03:54 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:54 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:54 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 27867
[10/25/2019 01:03:54 PM][ VERBOSE ] BackgroundThread: current time = 27867, sleep time = 600
[10/25/2019 01:03:55 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:55 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:55 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 28483
[10/25/2019 01:03:55 PM][ VERBOSE ] BackgroundThread: current time = 28483, sleep time = 600
[10/25/2019 01:03:56 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:56 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:56 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 29097
[10/25/2019 01:03:56 PM][ VERBOSE ] BackgroundThread: current time = 29097, sleep time = 600
[10/25/2019 01:03:56 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:03:56 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:03:56 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 29710
[10/25/2019 01:03:56 PM][ VERBOSE ] BackgroundThread: current time = 29710, sleep time = 290
[10/25/2019 01:03:57 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 30000
